Denise,Stone,0.19
Bonnie,Hill,4.18
Alan,Perez,0.75
Benjamin,Watson,2.52
Howard,Alexander,3.41
Louis,Baker,1.54
Steven,Johnson,3.8
Kathryn,Harrison,0.54
Timothy,Greene,0.02
Tammy,Harrison,2.85
Margaret,Knight,1.57
Chris,Ruiz,3.29
Jennifer,Pierce,3.65
Wayne,Matthews,3.15
Debra,Arnold,0.7
Bobby,Campbell,1.94
Andrea,Palmer,2.37
Tina,Coleman,2.56
Brandon,Garcia,0.11
Tina,Williamson,1.58
Joan,Mcdonald,2.53
Nancy,Chavez,3.34
Pamela,Bell,0.74
Elizabeth,Garza,3.84
Howard,Shaw,1.04
John,Griffin,1.6
Steve,Hernandez,0.16
Jack,Jacobs,0.17
Timothy,Nichols,4.04
Ernest,Carr,2.12
Bonnie,George,0.74
Cynthia,Bell,0.17
Rebecca,Bishop,1.77
Barbara,Ferguson,0.5
Julia,Perez,2.31
Gary,Burton,3.03
Phyllis,Moreno,2.65
Russell,Ryan,3.28
Virginia,Gonzales,0.22
Mark,Simpson,1.98
Willie,Burns,0.12
Brandon,Burton,1.65
Dennis,Henry,2.02
William,Johnston,1.49
Steve,Holmes,1.61
Jennifer,Dunn,1.18
Alice,Davis,1.43
Henry,Reid,1.86
Anne,Campbell,1.83
Lori,Cunningham,1.77
Brandon,Gardner,3.21
Judith,Castillo,0.46
Eugene,Franklin,1.37
Martin,Woods,2.97
Alice,Fields,4.21
Willie,Larson,3.12
Anne,Murray,4.0
Amy,Bishop,2.81
Bonnie,Bishop,2.17
Lisa,Nichols,1.69
Irene,Price,3.27
Chris,Morrison,2.87
Joe,Bell,2.66
Christine,Stewart,0.5
Kelly,Robertson,0.13
Adam,Henry,2.44
Earl,Thomas,1.34
Craig,Ross,3.84
Roger,Meyer,2.23
Joyce,Grant,1.09
Raymond,Myers,2.54
Craig,Franklin,1.78
Dorothy,Parker,1.99
Rebecca,Martinez,3.32
Elizabeth,Bennett,2.74
Karen,Bryant,1.59
Philip,Martin,1.31
Joshua,Jackson,0.78
Lawrence,Cruz,2.93
Kathryn,Moreno,3.07
Carolyn,Watson,0.45
Irene,Garza,1.33
Kathryn,Lawrence,2.08
Angela,Gray,0.5
Paul,Harvey,3.45
Judy,Rose,1.54
Mark,Grant,1.7
Phillip,Morrison,1.06
Philip,Carroll,3.3
Tina,Morris,1.34
Michelle,Stephens,1.93
Ralph,Stevens,0.36
Philip,Anderson,1.46
Timothy,Watson,3.95
Jacqueline,Jackson,1.23
Lisa,Fernandez,1.46
Beverly,Lawrence,3.57
Russell,Cruz,3.92
Teresa,Wheeler,2.91
Catherine,Hart,1.66
Heather,Olson,3.24
Lois,Payne,0.84
Victor,Wagner,1.79
Rachel,Watkins,3.96
Judy,Nelson,0.73
Elizabeth,Oliver,2.15
Doris,Garcia,3.17
Jeremy,Knight,3.0
Douglas,Sims,2.14
Anne,Williamson,2.41
Antonio,Lee,2.85
Julia,Rodriguez,1.93
Alan,Patterson,1.65
Patricia,Gilbert,3.79
Irene,Fields,3.59
Henry,Gibson,2.74
Douglas,Murphy,0.4
Diane,Perez,3.08
Mary,Johnson,0.73
Anna,Bryant,2.82
Shirley,Tucker,1.41
Phillip,Gray,2.45
Kelly,King,2.49
Annie,Evans,1.67
Jacqueline,Brown,1.03
Cynthia,Baker,1.06
Dorothy,Burns,2.58
Ann,Reed,4.07
Louis,Webb,2.3
Shawn,Garza,1.68
Pamela,Price,1.56
Doris,Foster,2.07
Frank,Oliver,0.48
Carl,Carpenter,3.32
Donna,Bryant,1.4
Ernest,Phillips,3.88
Jane,Wood,1.94
Heather,Snyder,2.65
Kathleen,Moreno,2.94
Stephanie,Warren,1.15
Jessica,Snyder,2.15
Alan,Hernandez,2.3
Laura,Willis,1.82
Jonathan,Sanders,0.81
Robin,Gibson,0.62
Helen,Meyer,1.59
Victor,Barnes,2.22
Irene,Elliott,0.11
Julia,Richards,0.38
Judy,Bryant,2.14
Phyllis,Flores,3.28
Linda,Meyer,0.2
Thomas,Parker,1.11
Shirley,Davis,3.39
Clarence,Sullivan,2.32
Shirley,Andrews,2.15
Carl,Ellis,0.94
Christina,Bryant,2.22
Patricia,Jackson,2.99
Brandon,Banks,3.05
Robin,Larson,3.55
Terry,Ramirez,3.95
Teresa,Morales,1.8
Peter,Ellis,0.61
Christina,Allen,4.09
Heather,George,0.14
Robert,Mitchell,2.74
Jesse,Bowman,4.08
Eric,Evans,1.85
Roger,Gray,2.96
Phillip,Clark,1.98
Katherine,Watson,2.89
Brian,Payne,1.14
Adam,Russell,4.1
Catherine,Bryant,2.96
Sarah,Freeman,3.07
Cynthia,Green,3.62
Mary,Burton,3.09
Juan,Howell,0.1
Brian,Mitchell,2.75
Emily,Bryant,0.12
Maria,Riley,3.63
Virginia,Olson,2.51
Michelle,Little,0.72
Virginia,Greene,2.61
Anna,Phillips,3.5
Jeffrey,Lawson,4.2
Beverly,Ray,1.95
Jason,Little,4.2
Earl,Johnston,3.46
Alan,Howard,0.54
Carlos,Hansen,0.73
Annie,Alexander,4.28
Gary,Henderson,2.09
Larry,Schmidt,1.84
Victor,Stewart,1.05
Julie,Bradley,0.15
Amanda,Snyder,0.09
Matthew,Rogers,0.54
Julia,Warren,0.64
Russell,Thompson,1.76
Shirley,Shaw,3.32
Earl,Nelson,2.58
Benjamin,Cooper,3.47
Jerry,Ramos,0.55
Katherine,Warren,1.65
Norma,Dean,1.24
Angela,Richards,2.3
Howard,Lee,2.17
Lawrence,Nichols,2.36
Julie,Little,2.44
Randy,Ross,3.82
Todd,Mcdonald,1.03
Alan,Martin,2.62
Ruth,Mason,3.96
Wayne,King,0.03
Martha,Franklin,4.02
Shawn,Peterson,0.58
Juan,Little,4.29
Marilyn,Carpenter,1.97
Mary,Green,2.36
Alan,Edwards,2.23
Jane,Simpson,2.84
Ralph,Wheeler,3.36
Ann,Weaver,2.48
Douglas,Garcia,4.18
Samuel,Carroll,2.09
Evelyn,Hunt,2.67
Robert,Porter,0.49
Alan,Edwards,0.95
Cynthia,Ross,1.11
Roy,Stephens,1.31
Kevin,Perkins,1.91
Amy,Peterson,2.33
Joe,Phillips,1.72
Daniel,Thomas,0.69
Scott,Rivera,3.73
Jennifer,Hudson,3.46
Carol,Fuller,0.73
Joan,Turner,1.23
Lawrence,Romero,0.94
Bruce,Murray,1.48
Frank,Hart,0.96
Teresa,Spencer,2.75
Amanda,Jacobs,3.11
Anthony,Richards,1.83
Diane,Johnson,0.4
Daniel,Payne,3.39
Carlos,Stewart,3.01
Brandon,Bryant,3.84
Stephanie,Snyder,3.57
Robin,Lawrence,3.3
Wanda,Perkins,2.51
Joan,Spencer,2.09
Willie,Lane,0.11
Christopher,Hamilton,0.92
Joseph,Turner,2.36
Mildred,Moreno,1.57
Paula,West,1.51
Paul,Hughes,1.67
Martha,Cook,3.36
John,Powell,4.09
Amy,Bennett,1.96
Angela,Mendoza,2.86
Fred,Boyd,2.8
Denise,Gomez,2.62
Robin,Fuller,1.9
Martha,Cook,3.71
Deborah,Garrett,0.95
Lisa,Duncan,0.2
Linda,Washington,1.77
Justin,Hamilton,1.08
Marie,Thomas,0.31
Jesse,Thompson,2.57
Barbara,Cox,2.33
Judy,Hughes,1.28
Dennis,Patterson,0.03
Wanda,Green,3.93
Russell,Cunningham,0.0
Rebecca,George,1.59
Anthony,Hall,2.86
Philip,Jacobs,2.28
Barbara,Ford,3.47
Billy,Bailey,1.63
Helen,Robinson,0.56
Marie,Shaw,0.72
Elizabeth,Williamson,0.58
Samuel,Myers,1.36
Rachel,Freeman,0.74
Arthur,Harrison,3.61
Ashley,Boyd,3.16
Diane,Jones,2.87
Katherine,Simmons,2.26
Wayne,Mccoy,1.24
Christine,Hart,3.03
Elizabeth,Ferguson,1.59
Judith,White,2.74
Nicholas,Burton,4.27
Bobby,Crawford,2.71
Christine,Greene,4.04
Kenneth,Hernandez,4.15
Evelyn,Lawrence,3.39
Nicholas,Phillips,0.05
Doris,Welch,1.24
Carol,Taylor,2.59
Sandra,Simmons,3.63
Phyllis,Thomas,0.77
Janet,Richardson,2.32
Roger,Welch,0.27
Shawn,Garcia,4.29
Martin,Harvey,2.57
Cheryl,Dean,2.89
Justin,Hanson,3.22
Tina,Kelley,1.01
Amanda,Porter,1.28
Ralph,Ortiz,3.36
Ruth,Black,2.99
Norma,Martin,2.03
Ernest,Tucker,2.38
Judith,Jones,4.2
Mark,Jackson,4.08
Rachel,Thompson,2.25
Henry,Miller,2.36
Laura,Knight,3.46
Sara,Warren,2.32
Jean,King,2.5
Eugene,Gutierrez,3.47
Janet,Rodriguez,1.25
Ronald,Harvey,4.02
Anne,Sims,1.83
Ryan,Day,1.31
Kathy,Hall,1.34
Steven,Green,0.8
Alice,Bishop,3.56
Barbara,Ryan,1.05
Lois,Henderson,1.69
Kathy,Franklin,2.63
Frances,Price,1.19
Patrick,Flores,0.87
Margaret,Harvey,2.91
Lillian,Franklin,1.39
Eric,Gilbert,0.63
Larry,Boyd,3.77
Kevin,Fox,3.66
Steve,Fields,0.42
Jesse,Lee,0.96
Roy,Richardson,1.7
Randy,Harper,1.61
Ronald,Mitchell,3.93
Kathy,Stewart,0.25
Walter,Nguyen,0.37
Louis,Knight,4.23
Andrea,Frazier,3.07
Jane,Morrison,3.9
Anthony,Carpenter,1.3
Katherine,Ryan,0.89
Randy,Berry,0.33
Roy,Gardner,4.15
Steven,Mills,3.96
James,Bennett,0.89
Stephen,Mendoza,1.46
Steve,Watkins,3.74
Chris,Wallace,1.63
Kathleen,Thompson,2.06
Jason,Fisher,3.78
Diane,Lane,0.19
Todd,Brown,0.89
Catherine,Cruz,3.09
William,Porter,1.83
Lillian,Hawkins,0.98
Phyllis,Jones,0.42
Rebecca,Mccoy,2.48
Larry,Fernandez,0.64
Kevin,Snyder,0.08
Judy,Vasquez,0.39
Lawrence,Green,0.46
Johnny,Gilbert,2.72
Roger,Morrison,4.01
Annie,Elliott,2.05
Mildred,Hill,2.28
Evelyn,Ortiz,2.7
David,Murray,0.95
Louise,Ferguson,3.33
Jacqueline,Stone,0.32
Ann,Moore,1.04
Paula,Fox,2.46
Philip,Watson,1.72
Christine,Mcdonald,3.95
Kelly,Little,3.04
Jessica,Daniels,1.83
Walter,Torres,0.96
Virginia,Montgomery,4.28
Terry,Carroll,2.14
Katherine,Walker,4.16
Evelyn,Davis,0.4
Sean,Riley,0.26
Julia,Montgomery,1.71
Clarence,Fox,0.01
Keith,Hawkins,3.23
Diane,Sullivan,1.67
Rachel,Reyes,3.73
Sharon,Sanchez,3.44
Lisa,Greene,2.64
Deborah,Lawrence,1.38
Judy,Anderson,1.15
Terry,Baker,3.66
Ashley,Black,1.85
Sharon,Lee,0.79
Benjamin,Baker,4.21
Victor,Simmons,0.43
Howard,Black,1.11
Philip,Watkins,1.1
Johnny,Palmer,3.07
Nicole,George,0.02
Russell,Jones,2.25
Charles,Ford,1.51
Teresa,Kelley,3.18
Nancy,Kelly,2.87
Amy,Sanchez,2.63
Anthony,Carroll,2.91
Carl,James,3.03
Jacqueline,Olson,3.07
Ryan,Bell,2.05
Jimmy,Jordan,3.37
Stephanie,Austin,3.05
Tammy,Baker,1.4
Thomas,Stanley,0.74
Heather,Harris,3.94
Jessica,Fowler,0.06
Ann,Dean,1.59
Lillian,Spencer,0.61
Irene,Riley,1.28
Shawn,Green,1.52
Brenda,Brown,3.98
Marilyn,Roberts,3.88
Joyce,Peters,3.68
Michelle,Roberts,0.86
Daniel,Olson,2.96
Susan,Campbell,1.04
Alice,Willis,1.66
Timothy,Flores,0.22
Betty,Ferguson,2.17
Irene,Perez,2.17
Judy,Patterson,0.22
Julia,Rivera,2.33
Eugene,Hudson,3.5
Jacqueline,Wright,1.07
James,Coleman,1.95
Nicole,Wheeler,2.52
Shirley,Banks,3.78
Julia,Hughes,4.25
Edward,Stone,3.5
Christine,Hall,2.41
Angela,Matthews,0.58
Michelle,Stevens,0.31
Raymond,Alvarez,4.27
Donna,Morgan,3.85
Jerry,Ferguson,1.16
Helen,Ray,4.01
Aaron,Daniels,2.84
Thomas,Lawson,0.54
Bruce,Simmons,1.01
Elizabeth,Anderson,1.45
Rachel,Johnston,2.98
Roy,Peters,3.02
Richard,Baker,2.33
Jane,Ray,0.4
Aaron,Martinez,3.16
Sharon,Brooks,1.84
Alan,Meyer,1.05
Gerald,Wright,3.4
Samuel,Bradley,2.39
Harry,Fuller,3.83
Kathryn,Garrett,3.9
Karen,Rodriguez,4.01
Ronald,Garcia,2.71
Shirley,Riley,2.88
Antonio,Hudson,3.57
Mark,Larson,0.9
Kathryn,Alvarez,0.2
Edward,Cook,3.02
Peter,Carroll,1.77
Jonathan,Wells,2.84
Cynthia,Berry,0.13
Edward,Barnes,2.21
Donald,Lopez,3.79
Amanda,Perez,2.55
Samuel,Hawkins,4.19
Brian,Russell,0.94
Stephen,Burns,4.16
David,Young,1.07
Philip,Hernandez,3.29
Keith,Hill,1.35
Susan,Moreno,3.16
Lois,Cunningham,3.96
George,Phillips,1.18
Kimberly,Reyes,3.95
Joshua,Pierce,0.05
Brandon,Hicks,1.28
Craig,Ray,1.92
Aaron,Grant,0.09
Sean,Reid,2.41
Fred,Armstrong,4.26
Virginia,Rivera,1.91
Nicholas,Jordan,3.47
Alice,Stevens,3.14
Carlos,Long,0.82
Pamela,Hunt,1.88
Tina,Fox,1.56
Albert,Cox,2.98
Sean,Willis,2.43
Beverly,Freeman,2.23
Charles,Pierce,4.17
Donna,Kelley,0.61
Joshua,Bailey,0.86
Donna,Mason,0.97
Ann,Ramos,1.09
Todd,Bennett,4.08
Patricia,Castillo,2.16
Brandon,Weaver,4.22
Louise,King,4.11
Brenda,Dunn,4.0
Martin,Porter,0.56
Norma,Wood,4.19
Theresa,Vasquez,4.05
Frank,Torres,2.04
Richard,James,0.46
Sara,Peters,2.8
Clarence,Gilbert,0.79
Craig,Medina,0.21
Amanda,Gray,3.23
Katherine,Berry,2.67
Anna,Duncan,0.15
Shirley,Phillips,1.56
Rose,Thompson,1.91
Eric,Tucker,2.76
Anthony,Griffin,1.88
Beverly,Payne,3.38
Patricia,Armstrong,1.71
Deborah,Harris,2.95
Debra,Hunter,0.9
Roger,Washington,3.85
Phyllis,Johnston,1.5
Julia,Watson,2.55
Chris,Wells,1.23
Sean,Reid,1.91
Dennis,Cook,0.72
Charles,Fernandez,3.19
Joseph,Jordan,2.09
Johnny,Ward,1.63
Douglas,Johnston,1.63
Peter,Dunn,2.47
Evelyn,Clark,1.73
Carl,Simpson,1.31
Patrick,Johnson,1.82
Irene,Nguyen,0.21
Jane,Perkins,1.43
Roy,Mccoy,0.7
Jack,Mason,1.64
Teresa,Burns,2.49
Steven,Baker,3.38
George,Wallace,0.23
Keith,Clark,3.49
Carolyn,Jackson,3.42
Beverly,Baker,2.44
Carlos,Greene,3.66
Nancy,Garza,3.89
Henry,Turner,3.03
Kelly,Green,0.72
Wayne,Sims,2.44
Carlos,Owens,3.84
Jean,Jacobs,0.14
Shirley,Mcdonald,2.26
Mary,Reed,2.04
Jason,Ellis,3.23
Gary,Stevens,2.93
Lois,Fuller,0.47
Phillip,Payne,1.31
Elizabeth,Nelson,2.47
Sandra,Perkins,1.45
Amanda,George,0.77
Emily,Thomas,0.36
Diana,Evans,3.32
Tammy,Mccoy,3.6
Donald,Smith,0.77
Lisa,Mills,3.81
Joyce,Torres,0.58
Peter,King,2.73
John,Murray,3.75
Sara,Moreno,0.04
Philip,Matthews,0.65
Tammy,Ward,2.5
Brenda,Gibson,3.9
Teresa,Austin,1.93
Albert,Reed,1.67
Gerald,Torres,3.64
George,Gonzalez,2.95
Bobby,Howard,3.68
Matthew,Garza,2.53
Betty,Chapman,1.27
Patrick,Collins,2.76
Barbara,Campbell,2.77
Scott,Mcdonald,1.15
Daniel,Wright,3.95
Nancy,Woods,2.74
Carolyn,Lewis,1.98
Ann,Ross,1.85
Joseph,Richardson,1.8
Virginia,Matthews,2.67
Gerald,Crawford,3.96
Justin,Meyer,3.74
Jean,Stewart,0.61
Jesse,Hicks,2.12
Annie,Black,4.28
Joshua,Hunter,3.08
Bruce,Bryant,3.98
Walter,Hall,3.8
Nicole,Peters,2.14
Johnny,Gilbert,0.15
Scott,Lee,2.28
Mildred,Washington,1.93
Jeremy,Montgomery,0.01
Robert,Gutierrez,0.34
Barbara,Johnston,2.92
Pamela,Weaver,3.79
Carlos,Cunningham,1.8
Joseph,Russell,0.67
Jacqueline,Dean,2.38
Bobby,West,3.48
Timothy,James,3.51
James,Clark,2.55
Cynthia,Meyer,0.67
Eugene,Chapman,1.91
Bobby,Porter,2.36
Timothy,Pierce,2.54
Helen,Bryant,0.63
Pamela,Simpson,1.15
Phyllis,Patterson,2.0
Lisa,Armstrong,3.47
Karen,Owens,3.38
Stephen,Wells,2.7
Brian,Patterson,0.83
Billy,Burton,4.13
Jeremy,Stanley,4.1
Eric,Bryant,2.26
Rebecca,Frazier,1.91
Nicholas,Warren,3.67
Catherine,Clark,1.21
Ruby,Mendoza,4.09
Roger,Turner,3.73
Ruth,Gilbert,2.79
Earl,Stanley,1.88
Jennifer,Johnson,2.81
Anna,Gilbert,1.85
Irene,Gomez,2.24
Gerald,Wallace,3.37
Lawrence,Simmons,2.12
Ernest,Turner,2.97
Karen,Dean,2.5
Annie,Peterson,3.99
Jack,Boyd,3.85
Jeremy,Hicks,3.68
Christopher,Bishop,0.35
Cheryl,Gonzalez,1.14
Henry,Ellis,1.28
Ralph,Freeman,2.6
Tina,Barnes,1.49
Nicholas,Henderson,1.27
Cynthia,Sullivan,2.0
Deborah,James,0.49
Sara,Hall,1.24
Robert,Hunt,2.21
Terry,Sanders,0.13
Edward,Smith,0.08
Brian,Hughes,3.87
Robin,Morales,1.92
James,Wood,0.4
Theresa,Davis,0.72
Daniel,Spencer,1.6
Bobby,Powell,2.72
Kenneth,Jones,1.56
Lisa,Johnston,2.45
Lillian,Carroll,2.14
Debra,Graham,0.86
Lori,Dunn,0.17
Maria,Mason,3.36
Jason,Hunt,1.79
Ernest,Rogers,2.74
Juan,Lynch,1.69
Judy,Mills,0.63
Terry,Bennett,1.27
Frances,Burns,0.54
Teresa,Alexander,2.25
Adam,Fisher,1.96
Paul,Bishop,2.14
Maria,Graham,1.72
Jessica,Spencer,1.87
Craig,Vasquez,3.16
Sarah,Ross,0.08
Dennis,Dean,4.04
Annie,Montgomery,1.29
Marilyn,Sanders,0.71
Kimberly,Ramos,0.38
John,Ford,0.14
Rachel,Perez,0.94
Michelle,Morgan,3.21
Jerry,Robertson,1.69
Debra,Kelly,3.36
Julie,Fields,2.09
Rachel,Hudson,1.18
Rachel,Martin,3.16
Anne,Garcia,2.46
Lillian,Black,2.85
Karen,Wallace,0.09
Donna,Martinez,0.8
Matthew,Fox,1.9
Keith,Watson,2.76
Evelyn,Bell,3.15
Phillip,Mason,0.4
Willie,Morgan,0.77
Joyce,Ferguson,0.97
Amanda,Gray,3.8
Phyllis,Wilson,2.55
Rose,Day,3.19
Willie,Baker,0.53
William,Richardson,3.1
Cynthia,Flores,4.1
Kenneth,Thompson,1.54
Anthony,Nguyen,3.99
Anthony,Morgan,2.16
Melissa,Reed,3.02
Catherine,Ryan,3.72
Kenneth,Perkins,0.78
Craig,Thompson,2.81
Paul,Jacobs,3.58
Barbara,Medina,0.11
Stephen,Morgan,3.92
David,Olson,3.27
Carlos,Carter,0.12
Gerald,Hawkins,0.88
Jeffrey,Sims,2.47
Bobby,Wheeler,3.7
Aaron,Austin,2.63
Kathleen,Garrett,2.5
Karen,Jacobs,2.03
Christine,Burns,1.0
Joyce,Powell,3.4
Maria,Kelly,3.24
Roy,Austin,0.56
Jesse,Jenkins,0.02
Juan,Meyer,0.18
Joyce,Stevens,3.38
Jean,Bell,2.05
Jerry,Boyd,2.76
Shawn,Alvarez,1.16
Julie,Evans,0.44
Doris,Jenkins,1.21
Patrick,Perez,3.73
Betty,Morgan,0.09
Gerald,Kelly,3.83
Charles,Martin,2.14
Patrick,Lane,4.08
Amy,Duncan,1.22
Clarence,Wallace,2.27
Carolyn,Griffin,0.72
Marie,Sanchez,3.7
Arthur,Ortiz,0.85
Bonnie,Ramos,3.27
Anna,Morgan,1.34
Ronald,Ruiz,1.88
Bruce,Powell,2.05
Earl,Hill,4.28
Marilyn,Bailey,3.29
Roy,Hughes,0.06
Kevin,Sanders,2.41
Helen,Reynolds,1.88
Margaret,Jackson,1.34
Frank,Willis,2.06
Christopher,Stewart,2.7
Terry,Knight,3.39
Jeremy,Burns,0.43
Mary,Gardner,3.14
Dennis,Graham,3.56
Jeremy,Meyer,1.45
Michelle,Knight,4.16
Fred,Mendoza,0.86
Juan,Clark,0.56
Bonnie,Hayes,4.13
Janice,Vasquez,0.26
Jacqueline,Palmer,4.17
Henry,Boyd,4.13
Joshua,White,3.43
Daniel,Frazier,2.16
Angela,Murphy,3.46
Patrick,Rose,1.66
Julie,Armstrong,2.6
Sarah,Murphy,0.29
Denise,Peters,2.41
Jonathan,Mccoy,3.33
Keith,Palmer,0.1
Ralph,Riley,1.87
Margaret,Nichols,2.8
Joseph,Gonzalez,1.33
Sharon,Morales,3.75
Bruce,Mason,2.04
Kevin,Stone,0.69
Janice,Rodriguez,3.87
Helen,Jordan,2.41
Roy,Sims,0.5
Ralph,Miller,1.02
Robert,Howard,0.53
Brian,Lee,3.83
Jean,Banks,2.36
Ryan,Simmons,0.27
Teresa,Knight,2.87
Diana,Johnson,0.19
Jack,Rogers,1.5
Eric,Myers,1.84
Nicole,Lawson,3.3
Paula,Franklin,0.62
Rebecca,Wells,0.53
Doris,Mccoy,3.12
Shawn,Peters,2.15
Eugene,Daniels,1.53
Christopher,Hamilton,2.63
Lori,Mcdonald,2.32
Wanda,Perry,0.4
Maria,Johnston,3.54
Benjamin,Franklin,1.48
Russell,Dunn,2.21
Judith,Baker,1.72
Nancy,Stone,1.94
Stephen,Arnold,2.5
Brandon,Patterson,2.27
Judy,Robertson,1.68
Scott,Hughes,0.21
Joe,Ferguson,2.25
Andrea,Griffin,3.27
Carol,Bishop,0.77
Melissa,Payne,3.17
Betty,Harper,1.65
Sharon,Robinson,1.62
Donald,Hawkins,3.52
Evelyn,Hunter,0.66
Steven,Oliver,0.54
Roy,Lopez,1.54
Melissa,Wood,0.54
Carl,Lewis,1.04
Fred,Morrison,0.89
Henry,Mccoy,1.77
