Albert,Reynolds,3.74
Bobby,Young,3.11
Janet,Little,0.96
Louise,Hunter,2.65
Frances,Hart,0.37
Randy,Andrews,4.22
Kelly,Collins,2.37
Christine,Stewart,0.87
Maria,Schmidt,2.33
Mark,Butler,3.58
Michael,Watkins,1.87
Angela,Fox,3.7
Ashley,West,1.96
Michael,Welch,2.38
Jose,Schmidt,0.37
Dennis,Armstrong,0.11
Justin,Boyd,2.47
Catherine,Oliver,0.28
Joyce,Hughes,2.48
Lori,Harris,3.63
Ashley,Rogers,2.62
Kathleen,Boyd,0.68
Diana,Hudson,0.38
Terry,Payne,2.95
Wanda,Parker,0.15
Bonnie,Kelley,1.7
Frank,Fox,2.82
Ruth,Burns,3.4
Patricia,Hunt,1.17
Edward,Spencer,0.54
David,Howard,3.62
Nicholas,Carpenter,1.17
Gregory,Riley,3.56
Walter,Wilson,0.48
Christine,Evans,0.34
Marie,Cruz,1.18
Mildred,Fox,0.78
Annie,Jackson,2.11
Carolyn,Scott,4.16
Matthew,Reynolds,3.58
Frances,Brooks,4.1
Joshua,Cruz,0.32
Judy,Rogers,0.61
Ann,Robertson,3.98
Karen,Elliott,2.36
Kathleen,Sullivan,1.03
Roger,Sullivan,1.75
Mark,Murray,2.25
Larry,Reynolds,1.64
Joe,Dixon,4.3
Janice,Medina,4.12
Randy,Long,0.35
Ruth,Mason,3.86
Howard,Murray,1.79
Kimberly,Simpson,2.98
Evelyn,Romero,3.55
Antonio,Price,1.0
Albert,Chavez,3.14
Victor,Lane,1.54
Jimmy,Carpenter,0.28
Barbara,Patterson,0.77
Gary,Butler,2.63
Donna,Snyder,3.38
Jack,Day,3.47
Lori,Wells,1.06
Bobby,Powell,4.04
Stephanie,Reynolds,1.93
Marilyn,Powell,2.69
Virginia,Mccoy,2.28
Brian,Medina,3.95
Theresa,Carter,1.28
Jason,Bell,0.13
Ralph,Snyder,2.48
Earl,Hawkins,0.4
Nicholas,Ramirez,2.71
Mary,Morris,2.92
Johnny,Johnston,3.23
James,Fuller,3.63
Samuel,Henderson,1.67
Kelly,Brown,2.33
Nancy,Hill,3.85
Annie,Hernandez,3.01
Andrea,Lee,3.97
Joseph,Dean,4.0
Roger,Bailey,0.94
Harry,Myers,0.83
Ruth,Griffin,2.47
Terry,Young,2.27
Nicole,Oliver,2.41
Brandon,Simpson,2.28
Arthur,Carr,0.77
Russell,Young,0.39
Annie,Lane,4.29
Ryan,Morris,3.88
Stephanie,Garza,3.93
Louise,Black,2.21
Frank,Murray,1.74
Harry,Fowler,2.34
Justin,Mitchell,0.25
Joyce,Bell,3.75
Brandon,Evans,4.19
Christopher,Jones,1.97
Antonio,Tucker,4.03
Tina,Shaw,3.62
Doris,Gonzalez,1.19
Lawrence,Schmidt,3.23
Sharon,Little,3.82
Joseph,Nguyen,1.87
Irene,Roberts,1.97
Carol,Austin,0.29
Tina,Owens,2.67
Angela,Griffin,1.45
Karen,Owens,1.97
Cynthia,Perez,2.41
Mildred,Elliott,4.06
Michelle,Sullivan,1.05
Victor,Campbell,3.0
Joe,Warren,1.94
